study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	experiment_title	study_title	run_alias	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy	sample_alias	broker_name	sample_title
PRJEB28687	SAMEA4973152	ERS2791362	ERX2847736	ERR2840895	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	Illumina HiSeq 2500 paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-12-10-2018-15:30:47:103-8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/005/ERR2840895/ERR2840895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/005/ERR2840895/ERR2840895_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/005/ERR2840895/ERR2840895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/005/ERR2840895/ERR2840895_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840895/wgs.CS_181.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840895/wgs.CS_181.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840895/wgs.CS_181.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840895/wgs.CS_181.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/005/ERR2840895	ftp.sra.ebi.ac.uk/vol1/err/ERR284/005/ERR2840895			wgs.CS_181		Immigrant Microbiome Project, shotgun
PRJEB28687	SAMEA4973153	ERS2791363	ERX2847737	ERR2840896	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	Illumina HiSeq 2500 paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-12-10-2018-15:30:47:103-9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/006/ERR2840896/ERR2840896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/006/ERR2840896/ERR2840896_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/006/ERR2840896/ERR2840896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/006/ERR2840896/ERR2840896_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840896/wgs.CS_222.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840896/wgs.CS_222.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840896/wgs.CS_222.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840896/wgs.CS_222.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/006/ERR2840896	ftp.sra.ebi.ac.uk/vol1/err/ERR284/006/ERR2840896			wgs.CS_222		Immigrant Microbiome Project, shotgun
PRJEB28687	SAMEA4973154	ERS2791364	ERX2847738	ERR2840897	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	Illumina HiSeq 2500 paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-12-10-2018-15:30:47:103-10	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/007/ERR2840897/ERR2840897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/007/ERR2840897/ERR2840897_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/007/ERR2840897/ERR2840897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/007/ERR2840897/ERR2840897_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840897/wgs.CS_248.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840897/wgs.CS_248.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840897/wgs.CS_248.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840897/wgs.CS_248.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/007/ERR2840897	ftp.sra.ebi.ac.uk/vol1/err/ERR284/007/ERR2840897			wgs.CS_248		Immigrant Microbiome Project, shotgun
PRJEB28687	SAMEA4973155	ERS2791365	ERX2847739	ERR2840898	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	Illumina HiSeq 2500 paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-12-10-2018-15:30:47:103-11	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/008/ERR2840898/ERR2840898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/008/ERR2840898/ERR2840898_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/008/ERR2840898/ERR2840898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/008/ERR2840898/ERR2840898_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840898/wgs.CS_249.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840898/wgs.CS_249.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840898/wgs.CS_249.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840898/wgs.CS_249.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/008/ERR2840898	ftp.sra.ebi.ac.uk/vol1/err/ERR284/008/ERR2840898			wgs.CS_249		Immigrant Microbiome Project, shotgun
PRJEB28687	SAMEA4973156	ERS2791366	ERX2847740	ERR2840899	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	Illumina HiSeq 2500 paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-12-10-2018-15:30:47:103-12	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/009/ERR2840899/ERR2840899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/009/ERR2840899/ERR2840899_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/009/ERR2840899/ERR2840899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/009/ERR2840899/ERR2840899_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840899/wgs.CS_255.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840899/wgs.CS_255.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840899/wgs.CS_255.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840899/wgs.CS_255.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/009/ERR2840899	ftp.sra.ebi.ac.uk/vol1/err/ERR284/009/ERR2840899			wgs.CS_255		Immigrant Microbiome Project, shotgun
PRJEB28687	SAMEA4973157	ERS2791367	ERX2847741	ERR2840900	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	Illumina HiSeq 2500 paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-12-10-2018-15:30:47:103-13	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/000/ERR2840900/ERR2840900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/000/ERR2840900/ERR2840900_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/000/ERR2840900/ERR2840900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/000/ERR2840900/ERR2840900_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840900/wgs.CS_256.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840900/wgs.CS_256.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840900/wgs.CS_256.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840900/wgs.CS_256.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/000/ERR2840900	ftp.sra.ebi.ac.uk/vol1/err/ERR284/000/ERR2840900			wgs.CS_256		Immigrant Microbiome Project, shotgun
PRJEB28687	SAMEA4973158	ERS2791368	ERX2847742	ERR2840901	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	Illumina HiSeq 2500 paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-12-10-2018-15:30:47:103-14	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/001/ERR2840901/ERR2840901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/001/ERR2840901/ERR2840901_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/001/ERR2840901/ERR2840901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/001/ERR2840901/ERR2840901_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840901/wgs.CS_262.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840901/wgs.CS_262.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840901/wgs.CS_262.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840901/wgs.CS_262.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/001/ERR2840901	ftp.sra.ebi.ac.uk/vol1/err/ERR284/001/ERR2840901			wgs.CS_262		Immigrant Microbiome Project, shotgun
PRJEB28687	SAMEA4973159	ERS2791369	ERX2847743	ERR2840902	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	Illumina HiSeq 2500 paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-12-10-2018-15:30:47:103-15	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/002/ERR2840902/ERR2840902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/002/ERR2840902/ERR2840902_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/002/ERR2840902/ERR2840902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/002/ERR2840902/ERR2840902_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840902/wgs.CS_268.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840902/wgs.CS_268.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840902/wgs.CS_268.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840902/wgs.CS_268.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/002/ERR2840902	ftp.sra.ebi.ac.uk/vol1/err/ERR284/002/ERR2840902			wgs.CS_268		Immigrant Microbiome Project, shotgun
PRJEB28687	SAMEA4973160	ERS2791370	ERX2847744	ERR2840903	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	Illumina HiSeq 2500 paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-12-10-2018-15:30:47:103-16	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/003/ERR2840903/ERR2840903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/003/ERR2840903/ERR2840903_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/003/ERR2840903/ERR2840903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/003/ERR2840903/ERR2840903_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840903/wgs.CS_275.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840903/wgs.CS_275.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840903/wgs.CS_275.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840903/wgs.CS_275.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/003/ERR2840903	ftp.sra.ebi.ac.uk/vol1/err/ERR284/003/ERR2840903			wgs.CS_275		Immigrant Microbiome Project, shotgun
PRJEB28687	SAMEA4973161	ERS2791371	ERX2847745	ERR2840904	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	Illumina HiSeq 2500 paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-12-10-2018-15:30:47:103-17	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/004/ERR2840904/ERR2840904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/004/ERR2840904/ERR2840904_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/004/ERR2840904/ERR2840904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/004/ERR2840904/ERR2840904_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840904/wgs.CS_290.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840904/wgs.CS_290.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840904/wgs.CS_290.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840904/wgs.CS_290.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/004/ERR2840904	ftp.sra.ebi.ac.uk/vol1/err/ERR284/004/ERR2840904			wgs.CS_290		Immigrant Microbiome Project, shotgun
PRJEB28687	SAMEA4973162	ERS2791372	ERX2847746	ERR2840905	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	Illumina HiSeq 2500 paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-12-10-2018-15:30:47:103-18	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/005/ERR2840905/ERR2840905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/005/ERR2840905/ERR2840905_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/005/ERR2840905/ERR2840905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/005/ERR2840905/ERR2840905_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840905/wgs.CS_308_0.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840905/wgs.CS_308_0.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840905/wgs.CS_308_0.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840905/wgs.CS_308_0.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/005/ERR2840905	ftp.sra.ebi.ac.uk/vol1/err/ERR284/005/ERR2840905			wgs.CS_308_0		Immigrant Microbiome Project, shotgun
PRJEB28687	SAMEA4973163	ERS2791373	ERX2847747	ERR2840906	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	Illumina HiSeq 2500 paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-12-10-2018-15:30:47:103-19	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/006/ERR2840906/ERR2840906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/006/ERR2840906/ERR2840906_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/006/ERR2840906/ERR2840906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/006/ERR2840906/ERR2840906_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840906/wgs.CS_311.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840906/wgs.CS_311.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840906/wgs.CS_311.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840906/wgs.CS_311.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/006/ERR2840906	ftp.sra.ebi.ac.uk/vol1/err/ERR284/006/ERR2840906			wgs.CS_311		Immigrant Microbiome Project, shotgun
PRJEB28687	SAMEA4973164	ERS2791374	ERX2847748	ERR2840907	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	Illumina HiSeq 2500 paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-12-10-2018-15:30:47:103-20	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/007/ERR2840907/ERR2840907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/007/ERR2840907/ERR2840907_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/007/ERR2840907/ERR2840907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/007/ERR2840907/ERR2840907_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840907/wgs.CS_312.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840907/wgs.CS_312.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840907/wgs.CS_312.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840907/wgs.CS_312.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/007/ERR2840907	ftp.sra.ebi.ac.uk/vol1/err/ERR284/007/ERR2840907			wgs.CS_312		Immigrant Microbiome Project, shotgun
PRJEB28687	SAMEA4973165	ERS2791375	ERX2847749	ERR2840908	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	Illumina HiSeq 2500 paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-12-10-2018-15:30:47:103-21	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/008/ERR2840908/ERR2840908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/008/ERR2840908/ERR2840908_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/008/ERR2840908/ERR2840908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/008/ERR2840908/ERR2840908_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840908/wgs.CS_325.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840908/wgs.CS_325.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840908/wgs.CS_325.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840908/wgs.CS_325.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/008/ERR2840908	ftp.sra.ebi.ac.uk/vol1/err/ERR284/008/ERR2840908			wgs.CS_325		Immigrant Microbiome Project, shotgun
PRJEB28687	SAMEA4973166	ERS2791376	ERX2847750	ERR2840909	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	Illumina HiSeq 2500 paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-12-10-2018-15:30:47:103-22	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/009/ERR2840909/ERR2840909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/009/ERR2840909/ERR2840909_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/009/ERR2840909/ERR2840909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/009/ERR2840909/ERR2840909_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840909/wgs.CS_326.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840909/wgs.CS_326.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840909/wgs.CS_326.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840909/wgs.CS_326.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/009/ERR2840909	ftp.sra.ebi.ac.uk/vol1/err/ERR284/009/ERR2840909			wgs.CS_326		Immigrant Microbiome Project, shotgun
PRJEB28687	SAMEA4973167	ERS2791377	ERX2847751	ERR2840910	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	Illumina HiSeq 2500 paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-12-10-2018-15:30:47:103-23	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/000/ERR2840910/ERR2840910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/000/ERR2840910/ERR2840910_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/000/ERR2840910/ERR2840910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/000/ERR2840910/ERR2840910_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840910/wgs.CS_335.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840910/wgs.CS_335.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840910/wgs.CS_335.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840910/wgs.CS_335.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/000/ERR2840910	ftp.sra.ebi.ac.uk/vol1/err/ERR284/000/ERR2840910			wgs.CS_335		Immigrant Microbiome Project, shotgun
PRJEB28687	SAMEA4973168	ERS2791378	ERX2847752	ERR2840911	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	Illumina HiSeq 2500 paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-12-10-2018-15:30:47:103-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/001/ERR2840911/ERR2840911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/001/ERR2840911/ERR2840911_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/001/ERR2840911/ERR2840911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/001/ERR2840911/ERR2840911_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840911/wgs.CS_358.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840911/wgs.CS_358.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840911/wgs.CS_358.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840911/wgs.CS_358.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/001/ERR2840911	ftp.sra.ebi.ac.uk/vol1/err/ERR284/001/ERR2840911			wgs.CS_358		Immigrant Microbiome Project, shotgun
PRJEB28687	SAMEA4973169	ERS2791379	ERX2847753	ERR2840912	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	Illumina HiSeq 2500 paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-12-10-2018-15:30:47:103-25	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/002/ERR2840912/ERR2840912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/002/ERR2840912/ERR2840912_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/002/ERR2840912/ERR2840912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/002/ERR2840912/ERR2840912_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840912/wgs.CS_360.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840912/wgs.CS_360.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840912/wgs.CS_360.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840912/wgs.CS_360.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/002/ERR2840912	ftp.sra.ebi.ac.uk/vol1/err/ERR284/002/ERR2840912			wgs.CS_360		Immigrant Microbiome Project, shotgun
PRJEB28687	SAMEA4973170	ERS2791380	ERX2847754	ERR2840913	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	Illumina HiSeq 2500 paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-12-10-2018-15:30:47:104-26	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/003/ERR2840913/ERR2840913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/003/ERR2840913/ERR2840913_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/003/ERR2840913/ERR2840913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/003/ERR2840913/ERR2840913_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840913/wgs.CS_369.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840913/wgs.CS_369.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840913/wgs.CS_369.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840913/wgs.CS_369.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/003/ERR2840913	ftp.sra.ebi.ac.uk/vol1/err/ERR284/003/ERR2840913			wgs.CS_369		Immigrant Microbiome Project, shotgun
PRJEB28687	SAMEA4973171	ERS2791381	ERX2847755	ERR2840914	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	Illumina HiSeq 2500 paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-12-10-2018-15:30:47:104-27	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/004/ERR2840914/ERR2840914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/004/ERR2840914/ERR2840914_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/004/ERR2840914/ERR2840914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/004/ERR2840914/ERR2840914_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840914/wgs.CS_370.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840914/wgs.CS_370.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840914/wgs.CS_370.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2840914/wgs.CS_370.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/004/ERR2840914	ftp.sra.ebi.ac.uk/vol1/err/ERR284/004/ERR2840914			wgs.CS_370		Immigrant Microbiome Project, shotgun
